"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7793","Should create new customer with valid data with Page Services","chromium","Tue Jan 28 19:58:09 UTC 2025","passed","Tue Jan 28 19:58:17 UTC 2025","[UI] [Customers] [Add New Customer]","customers/smoke.spec.ts","",""
"","795","Login to Sales Portal via API","setup","Tue Jan 28 19:58:08 UTC 2025","passed","Tue Jan 28 19:58:08 UTC 2025","","setup/auth.setup.ts","",""
